,Общая,Этаж,Срок сдачи,Тип жилья,Цена,Комнат,Район,Линк,Жилая,Кухня,Санузел,Балкон/лоджия,Площадь комнат+ обозначение смежных комнат- обозначение изолированных комнат,Высота потолков,Построен,Ремонт,Вид из окон,Планировка,Отделка
1290,44,1,,Вторичка,1770000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/246676480/,20,7,1 совмещенный,,,3 м,,,,,
1291,49,2,,Вторичка,1790000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/242394296/,30,6,1 раздельный,1 балкон,,3 м,1951,Без ремонта,На улицу,,
1292,45,2,,Вторичка,1770000,2-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/241756321/,30,6,1 совмещенный,1 балкон,,"2,55 м",,,,,
1293,45,1,,Вторичка,1750000,2-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/237837983/,30,7,1 совмещенный,,,,1952,Косметический,На улицу,,
1294,36,1,,Вторичка,1770000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/246743428/,26,5,1 совмещенный,,,"2,55 м",,,,,
1295,48,3,,Вторичка,1770000,2-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/246743386/,30,5,1 совмещенный,1 балкон,,"2,6 м",,,,,
1296,45,5,,Вторичка,1770000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/246743363/,31,5,1 раздельный,1 балкон,,,1970,Без ремонта,Во двор,,
1297,45,1,,Вторичка,1750000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/237397467/,,6,1 совмещенный,,,,1959,Косметический,,Смежная,
1298,35,1,,Вторичка,1769000,2-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/240428209/,28,,1 совмещенный,,,3 м,,,,,
1299,46,1,,Вторичка,1760000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/241548060/,28,6,1 раздельный,,,"2,6 м",,,,,
1300,35,1,,Вторичка,1750000,2-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/237301073/,20,7,1 совмещенный,,,,,,,,
1301,41,5,,Вторичка,1760000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/243545268/,28,6,1 совмещенный,1 балкон,,"2,55 м",,,,,
1302,48,2,,Вторичка,1790000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/241704758/,27,6,1 совмещенный,1 балкон,,3 м,,,,,
1303,41,1,,Вторичка,1780000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/241860597/,26,5,1 раздельный,,,"2,6 м",,,,,
1304,43,3,,Вторичка,1780000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/228790949/,,6,1 совмещенный,1 балкон,,,,Косметический,,,
1305,43,1,,Вторичка,1750000,2-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/243284801/,29,6,1 совмещенный,,,,1959,Косметический,Во двор,,
1306,43,1,,Вторичка,1790000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/239780701/,28,6,1 раздельный,1 лоджия,"18-9,4 м²",,1972,Без ремонта,Во двор,Изолированная,
1307,42,3,,Вторичка,1800000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/243649954/,25,6,1 совмещенный,1 балкон,,,1965,Без ремонта,На улицу,,
1308,41,1,,Вторичка,1800000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/244864349/,27,6,1 совмещенный,,,3 м,,Косметический,,Смежная,
1309,49,2,,Вторичка,1845000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/240259642/,30,6,,,,,,,,,
1310,44,4,,Вторичка,1800000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/246657560/,29,6,1 раздельный,1 балкон,,,,,,,
1311,44,1,,Вторичка,1820000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/246118913/,25,6,1 совмещенный,,16-9 м²,,,Косметический,Во двор,Изолированная,
1312,44,5,,Вторичка,1820000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/240259644/,28,6,,,,,,,,,
1313,44,1,,Вторичка,1830000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/243607490/,28,6,1 совмещенный,,,"2,55 м",,,,,
1314,42,5,,Вторичка,1810000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/239133652/,30,6,1 раздельный,,,,,,,,
1315,44,5,,Вторичка,1800000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/243386948/,31,5,1 совмещенный,1 балкон,,"2,6 м",,,,,
1316,44,5,,Вторичка,1800000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/240317238/,28,6,1 совмещенный,1 балкон,,,,Без ремонта,На улицу,,
1317,44,1,,Вторичка,1830000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/245204793/,25,6,1 совмещенный,,16-9 м²,,,Косметический,Во двор,Изолированная,
1318,44,1,,Вторичка,1820000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/222092732/,26,5,1 совмещенный,,,,,,,,
1319,43,2,,Вторичка,1800000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/244690318/,28,6,1 совмещенный,1 балкон,,,,,,,
1320,44,5,,Вторичка,1820000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/233685498/,28,5,1 раздельный,1 балкон,,,,,,,
1321,40,1,,Вторичка,1800000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/240174518/,28,6,1 совмещенный,1 лоджия,,"2,6 м",,,,,
1322,41,3,,Вторичка,1820000,2-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/240937719/,25,6,1 совмещенный,1 балкон,,"2,55 м",,,,,
1323,43,3,,Вторичка,1840000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/238173290/,28,6,1 совмещенный,1 балкон,18-10 м²,"2,5 м",,Евроремонт,Во двор,Изолированная,
1324,47,2,,Вторичка,1850000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/245137106/,28,6,1 раздельный,1 балкон,,,,,,,
1325,43,3,,Вторичка,1870000,2-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/245845206/,30,6,1 совмещенный,1 балкон,,"2,55 м",,,,,
1326,49,2,,Вторичка,1850000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/245267655/,30,7,,1 балкон,,,,Косметический,Во двор,,
1327,41,4,,Вторичка,1870000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/246133362/,28,6,1 совмещенный,1 балкон,,"2,55 м",,,,,
1328,42,1,,Вторичка,1850000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/245594975/,31,6,,,14-17 м²,,,,Во двор,Изолированная,
1329,40,1,,Вторичка,1850000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/245899702/,26,6,1 раздельный,,,,1970,Без ремонта,,,
1330,44,3,,Вторичка,1870000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/233706540/,29,5,1 совмещенный,1 балкон,,,,Без ремонта,На улицу,,
1331,40,1,,Вторичка,1870000,2-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/225244007/,28,5,1 совмещенный,,,,,,,,
1332,41,4,,Вторичка,1899000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/245804305/,27,6,,1 балкон,,,,Косметический,На улицу,,
1333,44,4,,Вторичка,1880000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/231018198/,31,6,,1 балкон,,,,Косметический,,,
1334,42,3,,Вторичка,1870000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/241756371/,28,6,1 совмещенный,,,"2,55 м",,,,,
1335,39,3,,Вторичка,1860000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/241756339/,28,6,1 раздельный,1 балкон,,"2,6 м",,,,,
1336,44,5,,Вторичка,1860000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/244828612/,27,6,1 совмещенный,1 балкон,,,,,,,
1337,40,2,,Вторичка,1860000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/228073055/,,,,,16.8-8.5 м²,,,,,,
1338,43,5,,Вторичка,1870000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/241757437/,28,7,1 раздельный,1 балкон,,"2,6 м",,,,,
1339,45,5,,Вторичка,1850000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/245530309/,31,6,1 раздельный,1 балкон,16.5-14.5 м²,,,,На улицу и двор,Изолированная,
1340,42,5,,Вторичка,1890000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/244828608/,30,6,1 совмещенный,1 балкон,,"2,55 м",,,,,
1341,40,2,,Вторичка,1860000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/245549780/,28,6,1 совмещенный,,,,,,,,
1342,48,2,,Вторичка,1870000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/222095156/,29,6,1 раздельный,1 балкон,,,,,,,
1343,43,8,,Вторичка,1870000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/243140927/,28,6,1 раздельный,1 лоджия,,"2,6 м",,,,,
1344,43,1,,Вторичка,1870000,2-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/239870922/,27,5,1 совмещенный,"1 балкон, 1 лоджия",,"2,6 м",,,,,
1345,44,3,,Вторичка,1870000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/240902981/,28,6,1 раздельный,1 балкон,,,,,,,
1346,42,2,,Вторичка,1899999,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/242683751/,27,5,1 совмещенный,1 балкон,,"2,75 м",1952,Косметический,На улицу и двор,,
1347,41,2,,Вторичка,1860000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/232394857/,28,6,1 совмещенный,,,"2,55 м",,,,,
1348,41,3,,Вторичка,1860000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/241704742/,28,6,1 совмещенный,1 балкон,,"2,55 м",,,,,
1349,53,4,,Вторичка,1870000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/222096787/,29,7,1 раздельный,1 балкон,,,,,,,
1350,43,1,,Вторичка,1899000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/228731483/,30,6,1 раздельный,,,"2,75 м",1968,Косметический,На улицу и двор,,
1351,43,1,,Вторичка,1850000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/230951276/,27,6,1 совмещенный,,,"2,55 м",1973,Без ремонта,На улицу и двор,,
1352,44,3,,Вторичка,1870000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/228733296/,27,6,1 раздельный,1 балкон,,,,Без ремонта,Во двор,,
1353,42,4,,Вторичка,1890000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/236942901/,28,6,1 раздельный,,,,,Без ремонта,На улицу и двор,,
1354,50,2,,Вторичка,1850000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/228733555/,28,7,1 совмещенный,1 балкон,,,,Косметический,На улицу и двор,,
1355,45,1,,Вторичка,1860000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/242781457/,29,6,,,,,,Без ремонта,,,
1356,44,7,,Вторичка,1850000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/203496465/,29,6,1 совмещенный,1 балкон,,,1964,Косметический,,Смежная,
1357,55,2,,Вторичка,1900000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/244968548/,33,8,,,,,,,,,
1358,41,3,,Вторичка,1900000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/245836167/,26,6,1 совмещенный,1 балкон,,,,Евроремонт,На улицу,Изолированная,
1359,42,4,,Вторичка,1900000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/245804530/,27,6,1 совмещенный,1 балкон,17.5-10.1 м²,"2,6 м",,Евроремонт,На улицу,Изолированная,
1360,45,5,,Вторичка,1900000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/215808124/,29,6,1 раздельный,1 балкон,,1 м,1974,Косметический,,,
1361,44,2,,Вторичка,1920000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/244523071/,31,5,1 совмещенный,,,,,,,,
1362,39,3,,Вторичка,1900000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/241869061/,23,5,1 совмещенный,,13-10 м²,,,Без ремонта,,,
1363,51,5,,Вторичка,1920000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/245432145/,30,8,1 раздельный,1 лоджия,,,,,,,
1364,39,2,,Вторичка,1900000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/245021675/,26,6,1 раздельный,1 балкон,,"2,6 м",,,,,
1365,45,4,,Вторичка,1900000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/240810020/,30,6,1 совмещенный,1 балкон,,,,Косметический,Во двор,Изолированная,
1366,32,6,,Вторичка,1920000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/246595417/,18,6,1 совмещенный,1 балкон,,"2,5 м",2014,Косметический,Во двор,,
1367,47,1,,Вторичка Апартаменты,1910000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/219949808/,29,5,1 раздельный,,16.8-12.4 м²,"2,57 м",1972,,,Изолированная,
1368,45,3,,Вторичка,1920000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/234474441/,30,9,1 раздельный,1 лоджия,,,,Евроремонт,,Изолированная,
1369,49,3,,Вторичка,1920000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/222258944/,28,8,1 раздельный,1 лоджия,,"2,75 м",,,,,
1370,49,2,,Вторичка,1910000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/238193862/,30,6,1 раздельный,,,,,,,,
1371,41,5,,Вторичка,1950000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/244976040/,26,6,1 совмещенный,1 балкон,,,,Евроремонт,На улицу и двор,Изолированная,
1372,44,2,,Вторичка,1970000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/246152855/,28,6,1 раздельный,1 балкон,,"2,6 м",,,,,
1373,52,2,,Вторичка,1970000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/245845222/,28,8,1 раздельный,,,"2,55 м",,,,,
1374,45,1,,Вторичка,1980000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/234240138/,32,6,1 совмещенный,,,"2,6 м",,Без ремонта,Во двор,,
1375,46,4,,Вторичка,1990000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/246528570/,30,5,,1 балкон,,,,Косметический,Во двор,,
1376,52,2,,Вторичка,1960000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/245806373/,37,9,,,,,,,Во двор,Изолированная,
1377,42,1,,Вторичка,1950000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/228732561/,29,6,1 совмещенный,,,,,Косметический,Во двор,,
1378,44,4,,Вторичка,1960000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/232091935/,30,6,1 совмещенный,1 балкон,,,,Косметический,,,
1379,44,4,,Вторичка,1970000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/239185579/,30,6,1 совмещенный,,,,,,,,
1380,50,3,,Вторичка,1960000,2-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/229960860/,28,8,1 раздельный,1 лоджия,,"2,75 м",,,,,
1381,44,4,,Вторичка,1950000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/232109377/,30,6,,,,,,Косметический,,,
1382,45,4,,Вторичка,1990000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/246477936/,30,5,1 совмещенный,1 балкон,,,,Косметический,Во двор,,
1383,44,2,,Вторичка,1960000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/228732120/,34,,,1 балкон,,,,Косметический,,,
1384,46,2,,Вторичка,1970000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/240390995/,27,7,1 раздельный,1 балкон,,,,,,,
1385,43,5,,Вторичка,1950000,2-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/234567001/,31,5,1 совмещенный,,"17,2+13,9 м²","2,5 м",1967,Евроремонт,На улицу,Смежная,
1386,39,4,,Вторичка,1950000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/207762273/,25,6,1 совмещенный,,,,,Косметический,Во двор,Изолированная,
1387,46,4,,Вторичка,2000000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/246038197/,30,5,1 совмещенный,1 балкон,,"2,5 м",,Евроремонт,На улицу и двор,Изолированная,
1388,65,4,,Вторичка,2000000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/245467606/,31,19,1 совмещенный,1 балкон,,,2020,Без ремонта,,Изолированная,
1389,44,1,,Вторичка,2000000,2-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/245248421/,,,,,,,,Без ремонта,,,
1390,42,5,,Вторичка,2000000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/240009238/,28,5,1 совмещенный,1 балкон,,"2,55 м",,,,,
1391,43,1,,Вторичка,2000000,2-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/238902262/,30,6,1 совмещенный,,,"2,6 м",,,,,
1392,44,5,,Вторичка,2000000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/244073265/,28,6,1 совмещенный,1 балкон,,"2,5 м",1964,Косметический,Во двор,,
1393,47,2,,Вторичка,2000000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/224413405/,30,6,1 раздельный,1 балкон,15-15 м²,"2,55 м",,,,Изолированная,
1394,52,1,,Вторичка,2000000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/246734125/,29,10,1 совмещенный,1 лоджия,,,1977,Косметический,На улицу и двор,Изолированная,
1395,52,5,,Вторичка,2000000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/244208910/,32,8,1 раздельный,,,,,,,,
1396,47,5,,Вторичка,2000000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/225405340/,28,6,1 совмещенный,1 балкон,,"2,55 м",,,,,
1397,49,2,,Вторичка,2040000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/242285876/,30,7,1 раздельный,1 балкон,,"2,9 м",1948,Косметический,,Изолированная,
1398,48,5,,Вторичка,2000000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/241902814/,,6,1 совмещенный,1 лоджия,,"2,5 м",,Евроремонт,,Изолированная,
1399,53,5,,Вторичка,2060000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/240559604/,32,8,1 раздельный,1 балкон,,,,,,,
1400,59,2,,Вторичка,2070000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/242430365/,36,7,1 раздельный,,,,,Косметический,,,
1401,47,2,,Вторичка,2060000,2-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/246815736/,33,5,1 раздельный,1 балкон,,"2,6 м",,,,,
1402,45,4,,Вторичка,2060000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/246815728/,28,6,1 совмещенный,1 балкон,,"2,55 м",,,,,
1403,40,2,,Вторичка,2050000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/246657703/,,,1 раздельный,1 балкон,,,,,,,
1404,49,1,,Вторичка,2070000,2-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/246648339/,29,6,1 совмещенный,,,"3,1 м",,,,,
1405,44,5,,Вторичка,2080000,2-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/232208286/,29,6,,1 балкон,,,,Косметический,,,
1406,41,3,,Вторичка,2060000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/241756354/,26,5,1 раздельный,1 балкон,,"2,6 м",,,,,
1407,49,9,,Вторичка,2080000,2-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/222092526/,29,6,1 раздельный,,,"2,6 м",,,,,
1408,46,4,,Вторичка,2070000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/245212943/,26,6,1 раздельный,1 балкон,,"2,55 м",,,,,
1409,45,3,,Вторичка,2050000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/245192744/,30,6,,1 балкон,,,,Косметический,Во двор,,
1410,46,2,,Вторичка,2070000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/243439181/,30,6,1 раздельный,1 лоджия,,,,,,,
1411,50,1,,Вторичка,2060000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/231909645/,30,8,1 раздельный,1 лоджия,,"2,75 м",,,,,
1412,44,5,,Вторичка,2050000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/224530757/,28,5,1 совмещенный,1 балкон,,,,,,,
1413,45,4,,Вторичка,2070000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/227644735/,23,6,1 совмещенный,1 балкон,,,,,,,
1414,59,2,,Вторичка,2070000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/228733714/,36,7,1 раздельный,,,3 м,1949,Без ремонта,На улицу и двор,,
1415,41,1,,Вторичка,2080000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/236942838/,,6,1 совмещенный,,,"2,6 м",,Косметический,На улицу и двор,,
1416,41,2,,Вторичка,2100000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/245612389/,28,6,1 совмещенный,1 балкон,,,,,,,
1417,42,1,,Вторичка,2100000,2-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/242447738/,25,5,1 раздельный,,,,,,,,
1418,43,2,,Вторичка,2100000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/242271307/,,,1 совмещенный,,,,1969,,,,
1419,40,7,,Вторичка,2100000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/242497932/,25,7,,2 балкона,,,,Косметический,Во двор,,
1420,44,4,,Вторичка,2100000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/243917849/,30,6,1 раздельный,1 балкон,,"2,6 м",,,,,
1421,50,9,,Вторичка,2120000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/245549853/,28,8,1 раздельный,1 балкон,,"2,75 м",,,,,
1422,53,4,,Вторичка,2100000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/245067951/,31,8,1 раздельный,1 балкон,,3 м,,Косметический,На улицу и двор,,
1423,43,2,,Вторичка,2100000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/244265845/,26,6,,,,,,Косметический,,,
1424,43,3,,Вторичка,2100000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/246496134/,27,5,1 совмещенный,1 балкон,,"2,55 м",,,,,
1425,40,4,,Вторичка,2140000,2-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/245529844/,27,5,1 раздельный,1 балкон,,,,Без ремонта,,,
1426,40,4,,Вторичка,2100000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/228733287/,26,6,1 раздельный,,,,,Евроремонт,На улицу и двор,,
1427,41,2,,Вторичка,2100000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/243164632/,28,6,1 совмещенный,1 балкон,,"2,55 м",,,,,
1428,56,5,,Вторичка,2100000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/243140928/,34,8,1 раздельный,,,,,,,,
1429,43,1,,Вторичка,2100000,2-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/244655228/,28,6,1 совмещенный,,,,1968,Косметический,На улицу,,
1430,40,4,,Вторичка,2100000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/237173951/,27,5,1 совмещенный,,,,,Косметический,Во двор,,
1431,42,2,,Вторичка,2190000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/245118627/,27,6,,,,,,,На улицу,,
1432,41,2,,Вторичка,2199000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/244969068/,28,8,,1 балкон,,,,,,,
1433,52,10,,Вторичка,2150000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/246821822/,28,8,1 раздельный,1 лоджия,16-12 м²,,,Косметический,На улицу,Изолированная,
1434,40,4,,Вторичка,2160000,2-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/245118408/,,,1 раздельный,1 балкон,,,,Без ремонта,На улицу и двор,,
1435,66,2,,Вторичка,2150000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/246477291/,40,11,1 раздельный,,,,,Без ремонта,Во двор,,
1436,43,2,,Вторичка,2150000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/246657505/,,6,1 раздельный,1 балкон,,,1975,Евроремонт,,Смежная,
1437,45,1,,Вторичка,2170000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/228732854/,29,6,1 раздельный,,,,,Без ремонта,На улицу и двор,,
1438,41,4,,Вторичка,2150000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/246772919/,26,6,1 совмещенный,1 балкон,18-8.1 м²,,,Евроремонт,На улицу,Изолированная,
1439,44,8,,Вторичка,2150000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/244522047/,24,16,,1 лоджия,,,,,,,
1440,53,1,,Вторичка,2170000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/242000393/,40,11,,,,,,Косметический,,,
1441,50,7,,Вторичка,2170000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/245212971/,30,9,1 раздельный,1 балкон,,,,,,,
1442,40,7,,Вторичка,2170000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/246749463/,32,8,1 совмещенный,1 лоджия,,,,,,,
1443,57,1,,Вторичка,2170000,2-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/239870965/,36,8,1 совмещенный,,,,,,,,
1444,42,2,,Вторичка,2190000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/245653039/,27,6,,,,,,,На улицу и двор,Изолированная,
1445,50,5,,Вторичка,2160000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/237180399/,28,8,1 раздельный,1 лоджия,,"2,75 м",,,,,
1446,52,4,,Вторичка,2170000,2-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/242375212/,30,8,1 раздельный,1 лоджия,,"2,75 м",,,,,
