,Общая,Этаж,Срок сдачи,Тип жилья,Цена,Комнат,Район,Линк,Жилая,Кухня,Санузел,Балкон/лоджия,Площадь комнат+ обозначение смежных комнат- обозначение изолированных комнат,Высота потолков,Построен,Ремонт,Вид из окон,Планировка,Отделка
394,52,7,4,Новостройка,3264800,2-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/244537835/,,,,,,,,,,,
395,106,10,,Вторичка,6800000,2-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/233278223/,53,16,1 совмещенный,1 лоджия,19-34.7 м²,"2,8 м",2010,Евроремонт,,Изолированная,
396,52,7,4,Новостройка,3824000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/240777410/,22,17,"1 совмещенный, 1 раздельный",1 лоджия,11.1-11.2 м²,,,,,,
397,51,5,4,Новостройка,3171520,2-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/244537368/,,,,,,,,,,,
398,95,18,,Вторичка,6890000,2-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/236873989/,42,17,1 совмещенный,1 балкон,24.1-18.4 м²,"2,75 м",,Евроремонт,На улицу,Изолированная,
399,45,3,,Вторичка,2470000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/238190153/,31,6,1 совмещенный,1 балкон,18.9-12.8 м²,"2,5 м",1965,Евроремонт,,,
400,60,2,4,Новостройка,3600000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/225527162/,,,,1 лоджия,,,,,,,
401,57,3,,Вторичка,3300000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/244203575/,34,8,1 раздельный,1 балкон,20-14.1 м²,"2,9 м",1959,Евроремонт,,Изолированная,
402,43,3,,Вторичка,2100000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/238547913/,27,6,1 раздельный,1 балкон,16.5-11 м²,"2,5 м",1967,,На улицу,Изолированная,
403,66,13,3,Новостройка,3750000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/222843459/,31,,1 раздельный,1 лоджия,19.5-11.7 м²,,,,,,
404,59,14,1,Новостройка,3190000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/235306517/,33,10,,,33.40 м²,,,,,,
405,64,11,1,Новостройка,3326000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/235306413/,26,11,1 раздельный,2 лоджии,15.5-10.7 м²,,,,,,
406,54,16,1,Новостройка,3553000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/238466387/,23,16,"1 совмещенный, 1 раздельный",1 лоджия,11.7-11.7 м²,,,,,,
407,56,9,4,Новостройка,3600000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/225527370/,,,,1 лоджия,,,,,,,
408,62,16,1,Новостройка,3879000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/238466388/,26,18,"1 совмещенный, 1 раздельный",1 лоджия,12.8-13.6 м²,,,,,,
409,61,21,4,Новостройка,4095000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/231231930/,25,17,"1 совмещенный, 1 раздельный",1 лоджия,15.7-10.1 м²,,,,,,
410,50,9,,Вторичка,2890000,2-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/237138990/,29,8,1 раздельный,1 балкон,,"2,75 м",,,,,
411,49,1,,Вторичка,2790000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/238017242/,30,9,1 раздельный,,,"2,75 м",,,,,
412,40,3,,Вторичка,2970000,2-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/222093304/,28,6,1 совмещенный,1 балкон,,,,,,,
413,49,9,,Вторичка,2670000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/222092253/,28,8,1 раздельный,,,,,,,,
414,47,1,,Вторичка,1650000,2-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/246797272/,31,6,1 раздельный,,,,1972,Косметический,На улицу и двор,Изолированная,
415,44,4,,Вторичка,1790000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/237719327/,30,6,1 совмещенный,1 балкон,,"2,55 м",,,,,
416,55,4,,Вторичка,2750000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/237953736/,30,10,1 раздельный,1 лоджия,,"2,75 м",,,,,
417,51,2,,Вторичка,3060000,2-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/222085986/,28,8,1 раздельный,1 лоджия,,"2,75 м",,,,,
418,51,3,,Вторичка,1870000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/222092262/,31,6,1 раздельный,,,,,,,,
419,59,2,,Вторичка,3970000,2-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/222089678/,34,7,1 раздельный,1 лоджия,,,,,,,
420,42,2,,Вторичка,1850000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/233685446/,22,6,1 совмещенный,,,,,,,,
421,51,9,,Вторичка,2900000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/231546035/,29,8,1 раздельный,1 лоджия,,"2,75 м",,,,,
422,58,5,,Вторичка,3250000,2-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/228038469/,32,7,1 раздельный,1 балкон,,3 м,,,,,
423,43,1,,Вторичка,1620000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/222091322/,26,6,1 совмещенный,,,"2,55 м",,,,,
424,44,4,,Вторичка,1660000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/222340094/,28,6,1 совмещенный,1 балкон,,"2,55 м",,,,,
425,45,2,,Вторичка,1870000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/238902267/,28,6,1 раздельный,,,,,,,,
426,49,3,,Вторичка,2099000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/222096760/,29,6,1 раздельный,1 балкон,,3 м,,,,,
427,39,4,,Вторичка,2250000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/222092500/,28,6,1 совмещенный,1 балкон,,,,,,,
428,50,2,,Вторичка,2850000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/224847082/,27,8,1 раздельный,1 лоджия,,,,,,,
429,51,6,,Вторичка,3250000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/239940182/,29,9,1 раздельный,1 лоджия,,"2,75 м",,,,,
430,39,2,,Вторичка,2070000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/222091973/,27,5,1 раздельный,,,"2,6 м",,,,,
431,62,4,,Вторичка,3670000,2-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/236703598/,39,8,1 раздельный,1 балкон,,3 м,,,,,
432,41,2,,Вторичка,2650000,2-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/236170050/,24,5,1 совмещенный,1 балкон,,,,,,,
433,38,1,,Вторичка,1870000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/225758630/,24,5,1 раздельный,,,,,,,,
434,46,1,,Вторичка,2170000,2-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/239788209/,29,6,1 раздельный,,,,,,,,
435,44,2,,Вторичка,2770000,2-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/235750780/,28,6,1 совмещенный,,,,,,,,
436,50,4,,Вторичка,3620000,2-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/239432699/,28,8,1 раздельный,,,3 м,,,,,
437,59,7,,Вторичка,3200000,2-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/225633260/,31,9,1 раздельный,,,,,,,,
438,43,2,,Вторичка,2150000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/237301155/,29,5,1 раздельный,1 балкон,,"2,6 м",,,,,
439,44,6,,Вторичка,3000000,2-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/240456418/,27,6,1 совмещенный,1 балкон,,,,,,,
440,44,1,,Вторичка,1900000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/222097508/,29,6,1 раздельный,,,,,,,,
441,41,1,,Вторичка,2390000,2-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/222086327/,26,5,1 совмещенный,,,"2,55 м",,,,,
442,51,4,,Вторичка,2270000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/222096568/,30,8,1 раздельный,,,3 м,,,,,
443,53,3,,Вторичка,3370000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/226918795/,30,9,1 раздельный,1 лоджия,,,,,,,
444,50,1,,Вторичка,2190000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/236617166/,27,6,1 раздельный,,,,,,,,
445,63,1,,Вторичка,2800000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/222089231/,44,8,1 раздельный,2 балкона,,,,,,,
446,47,8,,Вторичка,2770000,2-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/222090629/,27,6,1 раздельный,1 лоджия,,"2,75 м",,,,,
447,43,3,,Вторичка,1780000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/239940177/,28,6,1 совмещенный,1 балкон,,,,,,,
448,52,3,,Вторичка,2070000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/232097715/,28,8,1 раздельный,,,,,,,,
449,44,3,,Вторичка,2170000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/240174512/,34,6,1 раздельный,1 балкон,,"2,55 м",,,,,
450,42,1,,Вторичка,2950000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/235384292/,8,22,1 совмещенный,,,,,,,,
451,50,5,,Вторичка,2100000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/233384900/,28,8,1 раздельный,1 балкон,,3 м,,,,,
452,43,2,,Вторичка,1690000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/232569788/,27,7,1 совмещенный,,,,,,,,
453,52,4,,Вторичка,3900000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/233685461/,30,9,1 раздельный,1 балкон,,"2,75 м",,,,,
454,53,4,,Вторичка,2370000,2-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/224592501/,31,8,1 раздельный,1 лоджия,,"2,75 м",,,,,
455,44,9,,Вторичка,1980000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/233384909/,28,7,1 раздельный,1 балкон,,"2,6 м",,,,,
456,64,15,,Вторичка,4070000,2-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/223552566/,32,10,1 раздельный,1 лоджия,,"2,75 м",,,,,
457,43,1,,Вторичка,2400000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/222089626/,28,6,1 совмещенный,,,"2,55 м",,,,,
458,49,8,,Вторичка,2970000,2-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/225001878/,28,8,1 раздельный,1 балкон,,"2,6 м",,,,,
459,45,5,,Вторичка,1880000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/233384872/,30,6,1 раздельный,1 балкон,,"2,6 м",,,,,
460,41,2,,Вторичка,2200000,2-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/223785356/,25,5,1 совмещенный,,,,,,,,
461,46,7,,Вторичка,2590000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/222090652/,29,7,1 раздельный,1 лоджия,,"2,6 м",,,,,
462,53,9,,Вторичка,2960000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/222089782/,38,9,1 раздельный,1 лоджия,,"2,75 м",,,,,
463,50,2,,Вторичка,3800000,2-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/225633159/,28,7,1 раздельный,,,3 м,,,,,
464,61,8,,Вторичка,2670000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/236347329/,28,9,1 раздельный,,,"2,75 м",,,,,
465,69,7,,Вторичка,5750000,2-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/222095404/,36,12,1 раздельный,1 лоджия,,,,,,,
466,47,10,,Вторичка,3000000,2-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/232033131/,28,10,1 раздельный,1 лоджия,,,,,,,
467,69,18,,Вторичка,6000000,2-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/227072779/,36,10,1 раздельный,1 лоджия,,,,,,,
468,60,4,,Вторичка,3400000,2-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/222096711/,31,10,1 раздельный,1 балкон,,,,,,,
469,66,8,3,Новостройка,3750000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/222843404/,31,,1 раздельный,1 лоджия,19.5-11.7 м²,,,,,,
470,46,5,,Вторичка,2590000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/238132013/,27,7,1 раздельный,,,3 м,,,,,
471,50,9,,Вторичка,2260000,2-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/222086332/,28,8,1 раздельный,1 лоджия,,"2,75 м",,,,,
472,45,1,,Вторичка,1650000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/239418727/,29,6,1 совмещенный,,,"2,55 м",,,,,
473,44,4,,Вторичка,2190000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/222095559/,30,6,1 совмещенный,1 балкон,,,,,,,
474,61,2,,Вторичка,2200000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/225918737/,36,7,1 раздельный,1 балкон,,3 м,,,,,
475,50,5,,Вторичка,2499000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/237301115/,30,7,1 раздельный,1 балкон,,3 м,,,,,
476,43,2,4,Новостройка,2909700,2-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/244537077/,,,,,,,,,,,
477,50,9,,Вторичка,3300000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/238256739/,28,8,1 совмещенный,,,,,,,,
478,64,2,2,Новостройка,3800000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/242231406/,,,,1 лоджия,,,,,,,
479,88,5,4,Новостройка,3978000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/242090532/,,,,,,,,,,,
480,57,5,,Вторичка,4200000,2-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/240586608/,31,6,1 совмещенный,,,,,,,,
481,60,7,,Вторичка,4900000,2-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/234258929/,23,21,1 раздельный,1 балкон,,,,,,,
482,106,10,,Вторичка,6800000,2-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/223358610/,53,16,1 совмещенный,1 лоджия,,,,,,,
483,76,9,,Вторичка,5150000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/228862022/,41,15,1 раздельный,,,,,,,,
484,43,1,,Вторичка,1700000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/236785907/,28,8,1 раздельный,1 лоджия,,,,,,,
485,78,5,,Вторичка,4400000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/222085393/,39,15,1 раздельный,2 лоджии,,"2,8 м",,,,,
486,62,9,,Вторичка,4500000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/233065247/,40,12,1 совмещенный,1 лоджия,,,,,,,
487,95,2,,Вторичка,5100000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/222088895/,45,17,1 совмещенный,1 лоджия,,"2,75 м",,,,,
488,44,1,,Вторичка,2600000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/240174500/,30,6,1 раздельный,1 балкон,,,,,,,
489,68,1,,Вторичка,4600000,2-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/222096181/,45,16,1 совмещенный,1 лоджия,,,,,,,
490,50,9,,Вторичка,2460000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/227544910/,29,8,1 раздельный,1 лоджия,,,,,,,
491,44,5,,Вторичка,1890000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/237387240/,,6,1 раздельный,1 балкон,,"2,6 м",,,,,
492,61,16,3,Новостройка,3650000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/222843332/,32,,1 раздельный,1 лоджия,18.4-13.6 м²,,,,,,
493,47,1,,Вторичка,1910000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/222096141/,28,6,1 раздельный,,,"2,6 м",,,,,
494,47,9,,Вторичка,2580000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/222091113/,30,8,1 раздельный,1 балкон,,"2,75 м",,,,,
495,65,6,,Вторичка,4000000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/222089494/,35,11,1 раздельный,1 балкон,,"2,7 м",,,,,
496,44,3,,Вторичка,2070000,2-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/222097336/,27,7,1 раздельный,,,"2,6 м",,,,,
497,63,7,4,Новостройка,3630000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/212464536/,,,,,,,,,,,
498,71,2,,Вторичка,3700000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/222091367/,38,10,1 совмещенный,"1 балкон, 1 лоджия",,"2,75 м",,,,,
499,50,1,,Вторичка,4200000,2-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/238131998/,28,14,1 раздельный,,,,,,,,
500,97,2,,Вторичка,5100000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/222092393/,76,18,1 раздельный,2 лоджии,,,,,,,
501,47,5,,Вторичка,2280000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/222092303/,31,6,1 раздельный,1 балкон,,,,,,,
502,45,3,,Вторичка,2450000,2-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/222095483/,32,7,1 совмещенный,,,,,,,,
503,41,3,,Вторичка,2570000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/222094423/,26,6,1 совмещенный,1 балкон,,,,,,,
504,41,5,,Вторичка,1800000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/222089764/,27,5,1 совмещенный,1 балкон,,"2,55 м",,,,,
505,43,5,,Вторичка,1970000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/222340152/,32,6,1 совмещенный,,,,,,,,
506,44,4,,Вторичка,2100000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/235817708/,28,6,1 совмещенный,1 балкон,,"2,55 м",,,,,
507,48,5,,Вторичка,2300000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/240009236/,30,6,1 раздельный,,,,,,,,
508,44,5,,Вторичка,2500000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/235153109/,30,6,1 совмещенный,1 балкон,,,,,,,
509,71,3,,Вторичка,2970000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/235905319/,38,10,1 совмещенный,,,,,,,,
510,63,2,,Вторичка,3000000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/234673504/,39,8,1 раздельный,1 лоджия,,,,,,,
511,54,5,,Вторичка,7500000,2-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/222090430/,14,27,1 совмещенный,1 балкон,,3 м,,,,,
512,43,5,,Вторичка,2100000,2-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/234506842/,28,6,1 совмещенный,1 балкон,,,,,,,
513,53,2,,Вторичка,2160000,2-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/238304520/,42,7,1 раздельный,,,3 м,,,,,
514,64,7,2,Новостройка,3600000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/212464677/,,,,,,,,,,,
515,48,8,,Вторичка,3200000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/239271192/,30,10,1 совмещенный,1 лоджия,,,,,,,
516,65,2,,Вторичка,4200000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/245802593/,39,11,1 раздельный,1 лоджия,18-21 м²,,2004,Косметический,На улицу и двор,Изолированная,
517,41,4,,Вторичка,2120000,2-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/222095416/,27,5,1 раздельный,1 балкон,,,,,,,
518,65,7,,Вторичка,3270000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/224846944/,42,9,1 раздельный,1 лоджия,,"2,75 м",,,,,
519,65,10,,Вторичка,3460000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/222091595/,44,9,,,,"2,75 м",,,,,
520,53,1,,Вторичка,1970000,2-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/235905320/,29,10,1 раздельный,2 лоджии,,"2,75 м",,,,,
521,58,1,2,Новостройка,3500000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/234147637/,,,,1 лоджия,,,,,,,
522,75,3,,Вторичка,6500000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/231130017/,52,17,1 раздельный,,,,,,,,
523,81,2,,Вторичка,6300000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/233586229/,44,14,1 раздельный,,,,,,,,
524,43,1,,Вторичка,2000000,2-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/228862051/,35,6,1 раздельный,,,"2,6 м",,,,,
525,56,3,,Вторичка,3870000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/231842781/,31,11,1 раздельный,1 лоджия,,"2,75 м",,,,,
526,62,18,,Вторичка,4070000,2-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/230599130/,40,11,1 совмещенный,1 лоджия,,"2,75 м",,,,,
527,42,4,,Вторичка,1510000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/222089939/,29,7,1 раздельный,,,,,,,,
528,42,5,,Вторичка,1050000,2-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/225187715/,23,5,1 совмещенный,1 балкон,,"2,55 м",,,,,
529,39,1,,Вторичка,1500000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/222091618/,27,6,1 совмещенный,,,3 м,,,,,
530,51,2,,Вторичка,1960000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/222096541/,28,9,1 раздельный,1 лоджия,,"2,8 м",,,,,
531,44,7,,Вторичка,1520000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/237114369/,30,6,1 совмещенный,1 балкон,,"2,55 м",,,,,
532,40,4,,Вторичка,1790000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/227499946/,28,6,1 совмещенный,,,"2,55 м",,,,,
533,45,9,,Вторичка,1360000,2-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/222095651/,23,10,1 совмещенный,1 лоджия,,,,,,,
534,40,2,,Вторичка,1959000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/222089148/,28,6,1 совмещенный,1 балкон,,"2,55 м",,,,,
535,40,1,,Вторичка,1160000,2-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/222092358/,27,6,1 совмещенный,,,"2,6 м",,,,,
536,77,9,,Вторичка,6420000,2-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/235817686/,38,12,1 совмещенный,"1 балкон, 1 лоджия",,,,,,,
537,49,7,,Вторичка,3360000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/233586210/,28,8,1 совмещенный,,,"2,75 м",,,,,
538,55,7,,Вторичка,2960000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/222089583/,29,10,1 раздельный,"1 балкон, 1 лоджия",,"2,75 м",,,,,
539,34,2,,Вторичка,1480000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/229936111/,23,5,1 совмещенный,1 лоджия,,"2,55 м",,,,,
540,42,3,,Вторичка,1820000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/222088756/,28,6,1 совмещенный,1 балкон,,"2,55 м",,,,,
541,51,2,,Вторичка,1890000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/222093982/,28,7,1 раздельный,1 балкон,,3 м,,,,,
542,50,2,,Вторичка,1360000,2-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/227158835/,29,8,1 раздельный,1 лоджия,,"2,75 м",,,,,
543,43,1,,Вторичка,1760000,2-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/222092090/,29,6,1 раздельный,,,"2,6 м",,,,,
544,47,1,,Вторичка,2100000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/222095194/,30,6,1 раздельный,,,,,,,,
545,45,5,,Вторичка,1620000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/225297842/,28,6,1 совмещенный,1 балкон,,"2,55 м",,,,,
546,41,2,,Вторичка,1300000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/224846716/,26,5,1 раздельный,1 балкон,,,,,,,
547,53,1,,Вторичка,2200000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/222092924/,29,10,1 раздельный,"1 балкон, 1 лоджия",,"2,75 м",,,,,
548,45,2,,Вторичка,1970000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/227644752/,28,6,1 раздельный,1 балкон,,"2,6 м",,,,,
549,48,8,,Вторичка,2420000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/237635376/,28,8,1 раздельный,1 лоджия,,"2,75 м",,,,,
550,50,7,,Вторичка,3300000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/222089704/,28,8,1 раздельный,1 балкон,,,,,,,
551,41,2,,Вторичка,1100000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/222090760/,28,5,1 совмещенный,,,"2,6 м",,,,,
552,41,2,,Вторичка,1300000,2-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/222088946/,27,6,1 совмещенный,,,"2,55 м",,,,,
553,53,6,,Вторичка,2370000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/222096856/,29,9,1 раздельный,1 лоджия,,"2,75 м",,,,,
554,40,1,,Вторичка,1560000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/222091655/,22,6,1 совмещенный,,,"2,55 м",,,,,
555,44,2,,Вторичка,2150000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/229350162/,28,6,1 совмещенный,1 балкон,,,,,,,
556,46,1,,Вторичка,1470000,2-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/222094990/,28,8,1 совмещенный,,,3 м,,,,,
557,41,2,,Вторичка,2070000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/237387232/,29,6,1 совмещенный,,,"2,55 м",,,,,
558,43,4,,Вторичка,1848000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/222088847/,28,6,1 раздельный,1 балкон,,"2,6 м",,,,,
