,Общая,Жилая,Этаж,Тип жилья,Высота потолков,Санузел,Балкон/лоджия,Цена,Комнат,Район,Линк,Кухня,Срок сдачи,Площадь комнат+ обозначение смежных комнат- обозначение изолированных комнат,Построен,Ремонт,Вид из окон,Отделка
328,35,17,1,Вторичка,"2,7 м",1 раздельный,1 балкон,1650000,1-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/238902240/,8,,,,,,
329,31,18,4,Вторичка,"2,55 м",1 раздельный,,1050000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/228862055/,6,,,,,,
330,35,21,1,Вторичка,"2,75 м",1 раздельный,,1760000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/222085601/,11,,,,,,
331,29,17,5,Вторичка,"2,55 м",1 совмещенный,1 балкон,1300000,1-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/236939898/,5,,,,,,
332,29,18,5,Вторичка,,1 совмещенный,1 балкон,1160000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/240390990/,6,,,,,,
333,33,19,10,Вторичка,"2,75 м",1 раздельный,1 лоджия,2200000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/222091228/,8,,,,,,
334,30,17,5,Вторичка,"2,55 м",1 совмещенный,1 балкон,1250000,1-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/222258902/,6,,,,,,
335,41,21,1,Вторичка,"2,75 м",1 совмещенный,1 лоджия,2470000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/239185585/,12,,,,,,
336,32,18,2,Вторичка,,1 совмещенный,,1500000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/223691425/,6,,,,,,
337,31,18,2,Вторичка,"2,55 м",1 совмещенный,1 балкон,1520000,1-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/240856756/,6,,,,,,
338,34,18,5,Вторичка,,1 совмещенный,1 лоджия,1550000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/222096029/,7,,,,,,
339,32,18,4,Вторичка,"2,55 м",1 совмещенный,1 балкон,1570000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/234258920/,6,,,,,,
340,38,21,3,Вторичка,"2,75 м",1 совмещенный,1 лоджия,2350000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/231909696/,8,,,,,,
341,38,15,9,Вторичка,"2,75 м",1 совмещенный,1 лоджия,2360000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/222091640/,11,,,,,,
342,43,19,10,Вторичка,"2,75 м",1 совмещенный,2 лоджии,2400000,1-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/239349212/,12,,,,,,
343,32,18,5,Вторичка,"2,8 м",1 совмещенный,1 лоджия,1060000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/222092146/,7,,,,,,
344,38,19,10,Вторичка,,1 совмещенный,1 лоджия,2360000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/222089059/,10,,,,,,
345,50,,21,Новостройка,,,,2438400,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/242863770/,,4,,,,,
346,29,16,2,Вторичка,,1 совмещенный,,1350000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/233990699/,6,,,,,,
347,30,18,1,Вторичка,,1 совмещенный,,1390000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/236347317/,5,,,,,,
348,45,20,5,Вторичка,"13,75 м",1 совмещенный,1 балкон,2850000,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/242421147/,12,,,2011,Косметический,,
349,25,17,10,Вторичка,,1 совмещенный,,990000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/228862074/,,,,,,,
350,33,16,3,Вторичка,"2,6 м",,,990000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/230806895/,11,,,,,,
351,36,20,2,Вторичка,,1 раздельный,,2750000,1-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/242994173/,9,,,1984,Евроремонт,,
352,35,17,1,Вторичка,,1 раздельный,,1000000,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/237387224/,16,,,,,,
353,34,19,8,Вторичка,,1 совмещенный,1 балкон,1490000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/241701342/,7,,,1973,Косметический,,
354,25,14,2,Вторичка,"2,55 м",1 совмещенный,,820000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/222092469/,6,,,,,,
355,30,17,2,Вторичка,"2,6 м",1 совмещенный,,910000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/222091278/,6,,,,,,
356,24,14,2,Вторичка,"2,55 м",1 совмещенный,,810000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/222096843/,5,,,,,,
357,32,18,2,Вторичка,"2,6 м",1 совмещенный,1 балкон,960000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/222085899/,6,,,,,,
358,30,17,1,Вторичка,,1 совмещенный,,1175000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/239271179/,6,,,,,,
359,29,14,5,Вторичка,"2,6 м",1 совмещенный,1 балкон,860000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/222090357/,6,,,,,,
360,33,18,5,Вторичка,"2,55 м",1 совмещенный,1 балкон,1260000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/222092470/,5,,,,,,
361,34,19,2,Вторичка,,1 совмещенный,,1350000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/242980035/,7,,,,Косметический,,
362,31,18,4,Вторичка,"2,6 м",1 совмещенный,1 балкон,880000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/238304505/,5,,,,,,
363,35,18,1,Вторичка,"2,8 м",1 раздельный,,920000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/225297900/,9,,,,,,
364,31,16,4,Вторичка,,1 совмещенный,1 лоджия,1050000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/222092896/,6,,,,,,
365,35,19,1,Вторичка,,1 раздельный,,1620000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/243502386/,8,,,1995,Косметический,На улицу,
366,31,17,5,Вторичка,"2,55 м",1 совмещенный,1 балкон,1080000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/222085697/,6,,,,,,
367,36,19,5,Вторичка,,1 совмещенный,1 лоджия,2100000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/245487071/,9,,,1975,Евроремонт,,
368,29,18,3,Вторичка,"2,6 м",1 совмещенный,1 балкон,900000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/222092327/,6,,,,,,
369,34,16,1,Вторичка,"2,8 м",1 раздельный,,1180000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/236347324/,8,,,,,,
370,34,18,5,Вторичка,"2,8 м",1 раздельный,,1070000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/222097116/,6,,,,,,
371,30,18,5,Вторичка,"2,55 м",1 совмещенный,1 балкон,950000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/237719292/,6,,,,,,
372,31,18,1,Вторичка,"2,55 м",1 совмещенный,,1060000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/222094668/,6,,,,,,
373,35,19,5,Вторичка,"2,8 м",1 совмещенный,1 балкон,1110000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/224918521/,8,,,,,,
374,31,18,5,Вторичка,"2,55 м",1 совмещенный,1 балкон,1200000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/223391299/,6,,,,,,
375,36,19,4,Вторичка,3 м,1 раздельный,1 балкон,1220000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/239870929/,8,,,,,,
376,37,16,1,Вторичка,,1 совмещенный,1 лоджия,1960000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/242722645/,9,,,,,,
377,32,16,2,Вторичка,"2,6 м",1 совмещенный,1 лоджия,2090000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/245739087/,13,,,2020,Косметический,На улицу,
378,31,16,7,Вторичка,"2,75 м",1 совмещенный,1 лоджия,1960000,1-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/222091139/,8,,,,,,
379,35,19,1,Вторичка,"2,75 м",1 раздельный,,1850000,1-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/222085948/,8,,,,,,
380,38,20,3,Вторичка,3 м,1 совмещенный,,1820000,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/246781721/,10,,20 м²,1956,,На улицу,
381,30,18,5,Вторичка,"2,5 м",1 совмещенный,1 балкон,2070000,1-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/246781725/,6,,18 м²,1979,Евроремонт,На улицу,
382,34,18,1,Вторичка,"2,6 м",1 совмещенный,,2500000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/246809603/,6,,18.8 м²,1982,Евроремонт,На улицу,
383,41,21,2,Вторичка,"2,55 м",1 совмещенный,1 лоджия,970000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/225930665/,7,,,,,,
384,35,19,2,Вторичка,"2,5 м",1 совмещенный,1 лоджия,1870000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/242420237/,6,,19.3 м²,,,Во двор,
385,49,12,16,Новостройка,,1 совмещенный,1 лоджия,2780000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/238215546/,24,4,12.1 м²,,,,Черновая
386,40,19,6,Вторичка,,,,2650000,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/245385069/,12,,,2005,Косметический,На улицу,
387,30,18,4,Вторичка,,1 совмещенный,1 балкон,1790000,1-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/241860575/,6,,,,,,
388,44,18,7,Вторичка,,1 совмещенный,1 лоджия,2870000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/241548053/,18,,,,,,
389,38,14,14,Новостройка,,1 совмещенный,2 балкона,2349000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/240884012/,9,4,14.6 м²,,,Во двор,Черновая
390,32,19,4,Вторичка,,1 совмещенный,,1400000,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/244692061/,7,,,,Без ремонта,,
391,38,20,2,Вторичка,,1 совмещенный,,2610000,1-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/243748480/,9,,,,,,
392,24,14,2,Вторичка,"2,55 м",1 совмещенный,1 балкон,760000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/222090406/,4,,,,,,
393,36,20,1,Вторичка,3 м,1 совмещенный,,1260000,1-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/225075909/,9,,20 м²,,,Во двор,
394,35,18,1,Вторичка,"2,65 м",1 совмещенный,,1500000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/227200081/,8,,18.3 м²,1947,Евроремонт,Во двор,
395,30,18,3,Вторичка,"2,55 м",1 совмещенный,1 балкон,1370000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/245612374/,6,,,,,,
396,37,20,1,Вторичка,,1 совмещенный,1 балкон,1790000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/243607469/,8,,,,,,
397,30,18,3,Вторичка,"2,55 м",1 совмещенный,,1920000,1-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/222091165/,6,,,,,,
398,50,19,14,Вторичка,,,1 балкон,3000000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/246541611/,14,,,,Без ремонта,,
399,32,9,3,Вторичка,"2,7 м",1 совмещенный,1 балкон,2190000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/245328740/,16,,9 м²,,Евроремонт,Во двор,
400,36,19,5,Вторичка,3 м,1 раздельный,,2330000,1-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/222091602/,8,,,,,,
401,31,18,6,Вторичка,"2,55 м",1 совмещенный,1 балкон,1500000,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/243607497/,6,,,,,,
402,29,15,3,Вторичка,"2,7 м",1 совмещенный,1 лоджия,1690000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/241375156/,8,,15.1 м²,,Без ремонта,На улицу,
403,32,18,2,Вторичка,"2,55 м",1 совмещенный,,1800000,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/241632223/,6,,,,,,
404,41,23,5,Вторичка,"2,65 м",1 совмещенный,1 лоджия,2400000,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/239183128/,11,,23.5 м²,2018,Без ремонта,Во двор,
405,32,9,6,Вторичка,"2,7 м",1 совмещенный,1 лоджия,2790000,1-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/243083973/,15,,9.5 м²,2020,Без ремонта,На улицу,
406,26,18,6,Вторичка,,1 совмещенный,,1820000,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/241704761/,,,,,,,
407,24,14,2,Вторичка,"2,7 м",1 совмещенный,1 балкон,1250000,1-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/208684837/,5,,,,Косметический,,
408,31,18,2,Вторичка,"2,6 м",1 совмещенный,1 балкон,1850000,1-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/243661960/,6,,18 м²,,Косметический,Во двор,
409,32,18,5,Вторичка,,1 совмещенный,1 балкон,1770000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/243298005/,9,,,,,,
410,34,10,4,Новостройка,,1 совмещенный,1 лоджия,2443000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/238093132/,15,,10.9 м²,,,Во двор,Черновая
411,40,,1,Вторичка,,1 совмещенный,,1200000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/244985407/,5,,,,Косметический,,
412,35,18,13,Вторичка,,1 раздельный,1 балкон,2200000,1-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/245137097/,8,,,,,,
413,31,18,1,Вторичка,,1 совмещенный,,1680000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/241996864/,6,,,,Косметический,Во двор,
414,31,17,5,Вторичка,,,,1700000,1-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/242504917/,6,,,,Без ремонта,,
415,35,18,1,Вторичка,"2,6 м",1 совмещенный,1 балкон,1450000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/230214385/,7,,,2020,Без ремонта,На улицу и двор,
416,31,18,3,Вторичка,,1 совмещенный,1 балкон,1150000,1-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/222088974/,6,,,,,,
417,30,17,4,Вторичка,"2,6 м",1 совмещенный,1 балкон,1570000,1-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/244522960/,6,,,,,,
418,37,25,1,Вторичка,,1 совмещенный,1 лоджия,2750000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/245549823/,10,,,,,,
419,38,19,9,Вторичка,"2,75 м",1 раздельный,1 лоджия,1850000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/241548067/,10,,,,,,
420,34,18,1,Вторичка,"2,75 м",1 совмещенный,1 балкон,1470000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/239551295/,7,,18.1 м²,2020,Без ремонта,,
421,39,21,8,Вторичка,,1 совмещенный,1 лоджия,2400000,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/246530451/,9,,,,Евроремонт,,
422,30,18,5,Вторичка,,1 совмещенный,,1570000,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/241548023/,6,,,,,,
423,30,17,1,Вторичка,"2,7 м",1 совмещенный,,1560000,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/222089394/,6,,,,,,
424,34,18,1,Вторичка,"2,7 м",1 совмещенный,,2000000,1-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/197644708/,6,,18 м²,,Евроремонт,На улицу,
425,41,20,9,Вторичка,"2,6 м",1 совмещенный,1 лоджия,2950000,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/245483133/,10,,20.8 м²,2014,,На улицу,
426,31,18,2,Вторичка,"2,55 м",1 совмещенный,1 балкон,1570000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/223531815/,6,,,,,,
427,33,10,6,Новостройка,,1 совмещенный,1 лоджия,2518000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/228804026/,15,4,10.9 м²,,,,
428,34,17,2,Вторичка,"2,7 м",1 совмещенный,1 лоджия,2300000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/245530153/,8,,17 м²,,,Во двор,
429,26,12,1,Вторичка,"2,75 м",1 совмещенный,1 балкон,1400000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/241632271/,8,,,,,,
430,45,22,3,Вторичка,,1 раздельный,1 балкон,2070000,1-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/222088957/,8,,,,,,
431,33,14,4,Вторичка,,1 совмещенный,1 лоджия,2300000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/245549753/,8,,,,,,
432,34,18,13,Вторичка,,1 совмещенный,1 лоджия,2350000,1-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/244771196/,7,,18 м²,1984,Евроремонт,На улицу и двор,
433,34,15,2,Вторичка,,1 совмещенный,1 лоджия,2580000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/245112614/,8,,,,,,
434,30,16,4,Вторичка,"2,5 м",1 совмещенный,,1550000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/224377470/,6,,16.8 м²,,,Во двор,
435,31,14,1,Вторичка,"2,75 м",1 совмещенный,,950000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/237616595/,8,,14.7 м²,2009,,,
436,20,11,1,Вторичка,,1 совмещенный,1 лоджия,950000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/240423018/,5,,,,,,
437,30,16,5,Вторичка,,1 совмещенный,,1440000,1-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/241756376/,6,,,,,,
438,30,16,5,Вторичка,"2,55 м",1 совмещенный,,1510000,1-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/241277428/,6,,16.8 м²,1969,,На улицу,
439,30,17,3,Вторичка,"2,6 м",1 совмещенный,,1570000,1-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/245463990/,6,,17 м²,1970,,На улицу,
440,31,18,5,Вторичка,,1 совмещенный,,1600000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/243164640/,6,,,,,,
441,35,18,2,Вторичка,,1 раздельный,,1720000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/242303726/,7,,,,,,
442,36,18,2,Вторичка,"2,75 м",1 совмещенный,1 балкон,1800000,1-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/224850751/,6,,18.6 м²,1949,,На улицу,
443,31,18,8,Вторичка,,1 совмещенный,,1850000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/244008091/,5,,,,,,
444,36,16,3,Вторичка,,1 совмещенный,,2470000,1-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/244320120/,9,,,,,,
445,42,18,1,Вторичка,,1 совмещенный,,2870000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/241632326/,9,,,,,,
446,25,14,1,Вторичка,"2,55 м",1 совмещенный,,1270000,1-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/244077144/,5,,,,,,
447,44,21,15,Вторичка,"2,75 м",1 раздельный,1 лоджия,2950000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/222090828/,10,,,,,,
448,31,18,1,Вторичка,"2,55 м",1 совмещенный,,1680000,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/242014236/,6,,,,,,
449,31,18,1,Вторичка,"2,55 м",1 совмещенный,,1680000,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/242014236/,6,,,,,,
450,54,21,4,Вторичка,"2,7 м",1 совмещенный,1 балкон,2630000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/220384177/,14,,21.2 м²,2018,Без ремонта,На улицу,
451,39,20,5,Вторичка,"2,6 м",1 совмещенный,1 лоджия,2300000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/245820539/,8,,20.8 м²,2002,,,
452,32,17,8,Вторичка,"2,5 м",1 совмещенный,1 балкон,1220000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/244953945/,6,,17.9 м²,1973,,На улицу,
453,35,19,9,Вторичка,"2,5 м",1 раздельный,,1590000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/237950539/,9,,19 м²,1986,Без ремонта,На улицу,
454,38,19,4,Вторичка,"2,68 м",1 совмещенный,1 лоджия,2350000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/246046477/,10,,19 м²,2013,Евроремонт,Во двор,
455,40,20,4,Вторичка,,1 совмещенный,1 лоджия,2560000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/245840822/,10,,20 м²,2016,Евроремонт,Во двор,
456,30,16,2,Вторичка,3 м,1 совмещенный,,740000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/222090861/,5,,,,,,
457,37,19,4,Вторичка,"2,55 м",1 раздельный,1 балкон,1140000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/222090755/,8,,,,,,
458,31,18,9,Вторичка,,1 совмещенный,,2070000,1-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/222094808/,6,,,,,,
459,56,26,9,Вторичка,,1 совмещенный,1 балкон,3080000,1-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/222093686/,14,,,,,,
460,30,17,3,Вторичка,"2,6 м",1 совмещенный,1 балкон,1460000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/222089804/,5,,,,,,
461,32,15,1,Вторичка,"2,75 м",1 раздельный,1 балкон,1360000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/222091187/,9,,,,,,
462,29,18,3,Вторичка,"2,55 м",1 совмещенный,,1250000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/243232718/,6,,,,,,
463,32,18,2,Вторичка,"2,5 м",1 совмещенный,1 лоджия,1470000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/225267963/,7,,18.2 м²,1982,,На улицу,
464,26,12,1,Вторичка,,1 раздельный,,1470000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/243607493/,6,,,,,,
465,34,18,4,Вторичка,"2,8 м",1 раздельный,1 лоджия,1000000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/242106955/,8,,,,,,
466,28,16,4,Вторичка,,1 совмещенный,1 балкон,1199000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/241159865/,5,,,1964,Косметический,На улицу,
467,36,24,4,Вторичка,3 м,1 раздельный,,1270000,1-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/237099744/,,,,,Косметический,,
468,35,19,1,Вторичка,"2,6 м",1 совмещенный,,1650000,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/237114365/,7,,,,,,
469,32,18,6,Вторичка,,1 совмещенный,1 лоджия,1770000,1-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/242186563/,7,,,,,,
470,34,18,8,Вторичка,"2,75 м",1 раздельный,,1849000,1-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/240360808/,8,,18.7 м²,,,Во двор,
471,55,25,6,Вторичка,,1 совмещенный,1 балкон,3250000,1-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/242876446/,14,,,,,,
472,30,18,2,Вторичка,"2,6 м",1 совмещенный,1 балкон,1200000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/222092796/,8,,,,,,
473,36,18,1,Вторичка,"2,5 м",1 совмещенный,,1770000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/226993031/,9,,18 м²,2012,,Во двор,
474,35,18,7,Вторичка,"2,6 м",1 совмещенный,1 лоджия,2180000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/216845792/,8,,18 м²,,Евроремонт,,
475,32,18,5,Вторичка,"2,75 м",1 совмещенный,1 балкон,1450000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/223086966/,5,,18.2 м²,1965,Евроремонт,На улицу,
476,31,16,4,Вторичка,,1 совмещенный,1 балкон,1650000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/246601713/,6,,"16,7 м²",1965,Косметический,На улицу,
477,39,21,1,Вторичка,"2,6 м",1 совмещенный,1 лоджия,3000000,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/245419733/,8,,21.3 м²,,,,
478,30,17,4,Вторичка,"2,55 м",1 совмещенный,1 балкон,1360000,1-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/224918513/,6,,,,,,
479,38,15,2,Вторичка,"2,8 м",1 раздельный,1 балкон,1560000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/222092840/,9,,,,,,
480,33,14,16,Вторичка,"2,75 м",1 совмещенный,1 лоджия,1600000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/243506490/,10,,,,,,
481,36,21,1,Вторичка,"2,5 м",1 совмещенный,,1660000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/223108160/,8,,21.2 м²,1963,Без ремонта,,
482,47,20,1,Вторичка,,1 совмещенный,,2800000,1-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/228733449/,11,,,,Косметический,Во двор,
483,35,18,1,Вторичка,"2,5 м",1 раздельный,,920000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/239991608/,6,,18.8 м²,1986,,На улицу,
484,35,18,4,Вторичка,"2,65 м",1 совмещенный,1 лоджия,2670000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/221139516/,7,,18 м²,1998,,Во двор,
485,31,18,2,Вторичка,,1 совмещенный,1 лоджия,1260000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/222091696/,5,,,,,,
486,31,17,6,Вторичка,"2,6 м",1 совмещенный,,2150000,1-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/234931318/,7,,17 м²,,,Во двор,
487,32,18,5,Вторичка,"2,5 м",1 совмещенный,1 балкон,950000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/223108386/,6,,18.1 м²,,,На улицу,
