,Общая,Жилая,Кухня,Этаж,Срок сдачи,Тип жилья,Площадь комнат+ обозначение смежных комнат- обозначение изолированных комнат,Санузел,Балкон/лоджия,Цена,Комнат,Район,Высота потолков,Построен,Планировка,Ремонт,Вид из окон,Отделка,Линк
489,70,49.0,7.0,2,,Вторичка,,1 совмещенный,,1400000,3-комн.,р-н Кировский,"2,55 м",,,,,,https://volgograd.cian.ru/sale/flat/224846809/
490,60,35.0,8.0,1,,Вторичка,,,,1500000,3-комн.,р-н Красноармейский,,,,,,,https://volgograd.cian.ru/sale/flat/222092264/
491,68,47.0,6.0,4,,Вторичка,,1 раздельный,1 балкон,2070000,3-комн.,р-н Тракторозаводский,3 м,,,,,,https://volgograd.cian.ru/sale/flat/222091069/
492,56,38.0,6.0,5,,Вторичка,,1 совмещенный,1 балкон,2100000,3-комн.,р-н Кировский,"2,55 м",,,,,,https://volgograd.cian.ru/sale/flat/222089845/
493,61,37.0,7.0,1,,Вторичка,,1 раздельный,,2130000,3-комн.,р-н Кировский,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/222091798/
494,84,51.0,8.0,1,,Вторичка,,1 раздельный,,2400000,3-комн.,р-н Тракторозаводский,"2,9 м",,,,,,https://volgograd.cian.ru/sale/flat/236347318/
495,64,39.0,8.0,4,,Вторичка,,1 раздельный,1 балкон,3760000,3-комн.,р-н Красноармейский,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/222085747/
496,58,43.0,6.0,8,,Вторичка,,1 раздельный,1 балкон,2795000,3-комн.,р-н Кировский,"2,6 м",,,,,,https://volgograd.cian.ru/sale/flat/235153081/
497,85,51.0,6.0,3,,Вторичка,,1 раздельный,1 балкон,2769995,3-комн.,р-н Тракторозаводский,,,,,,,https://volgograd.cian.ru/sale/flat/222091690/
498,58,41.0,6.0,2,,Вторичка,,1 раздельный,,1370000,3-комн.,р-н Тракторозаводский,"2,55 м",,,,,,https://volgograd.cian.ru/sale/flat/233990709/
499,60,40.0,7.0,2,,Вторичка,,1 раздельный,,1630000,3-комн.,р-н Тракторозаводский,"2,6 м",,,,,,https://volgograd.cian.ru/sale/flat/233685443/
500,63,41.0,7.0,1,,Вторичка,,1 раздельный,,1760000,3-комн.,р-н Кировский,3 м,,,,,,https://volgograd.cian.ru/sale/flat/222089916/
501,58,44.0,6.0,3,,Вторичка,,1 совмещенный,,2000000,3-комн.,р-н Кировский,,,,,,,https://volgograd.cian.ru/sale/flat/233990698/
502,58,44.0,6.0,4,,Вторичка,,1 совмещенный,1 балкон,2060000,3-комн.,р-н Кировский,"2,55 м",,,,,,https://volgograd.cian.ru/sale/flat/222088728/
503,53,41.0,6.0,1,,Вторичка,,1 совмещенный,,2070000,3-комн.,р-н Кировский,"2,55 м",,,,,,https://volgograd.cian.ru/sale/flat/239703344/
504,93,52.0,7.0,1,,Вторичка,,1 раздельный,2 лоджии,2200000,3-комн.,р-н Кировский,3 м,,,,,,https://volgograd.cian.ru/sale/flat/235297492/
505,69,45.0,7.0,5,,Вторичка,,1 раздельный,1 балкон,2300000,3-комн.,р-н Тракторозаводский,3 м,,,,,,https://volgograd.cian.ru/sale/flat/234371622/
506,69,46.0,8.0,3,,Вторичка,,1 раздельный,1 балкон,2399000,3-комн.,р-н Тракторозаводский,3 м,,,,,,https://volgograd.cian.ru/sale/flat/233065235/
507,57,39.0,7.0,7,,Вторичка,,1 раздельный,"1 балкон, 1 лоджия",2640000,3-комн.,р-н Красноармейский,"2,6 м",,,,,,https://volgograd.cian.ru/sale/flat/234323191/
508,107,63.0,19.0,1,,Вторичка,,,,3000000,3-комн.,р-н Кировский,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/222091748/
509,64,40.0,7.0,3,,Вторичка,,1 раздельный,1 лоджия,3070000,3-комн.,р-н Красноармейский,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/224918552/
510,55,37.0,6.0,1,,Вторичка,,1 совмещенный,,1710000,3-комн.,р-н Красноармейский,"2,55 м",,,,,,https://volgograd.cian.ru/sale/flat/222847571/
511,58,42.0,6.0,1,,Вторичка,,1 раздельный,,1760000,3-комн.,р-н Кировский,"2,6 м",,,,,,https://volgograd.cian.ru/sale/flat/238640824/
512,56,36.0,6.0,2,,Вторичка,,1 совмещенный,1 балкон,2400000,3-комн.,р-н Кировский,,,,,,,https://volgograd.cian.ru/sale/flat/240568567/
513,55,40.0,6.0,4,,Вторичка,,1 совмещенный,1 балкон,2100000,3-комн.,р-н Кировский,"2,55 м",,,,,,https://volgograd.cian.ru/sale/flat/236347312/
514,65,39.0,5.0,1,,Вторичка,,1 раздельный,,1260000,3-комн.,р-н Красноармейский,3 м,,,,,,https://volgograd.cian.ru/sale/flat/222085359/
515,55,40.0,6.0,1,,Вторичка,,1 совмещенный,,1600000,3-комн.,р-н Красноармейский,"2,7 м",,,,,,https://volgograd.cian.ru/sale/flat/222085271/
516,72,50.0,8.0,3,,Вторичка,,1 раздельный,1 балкон,2290000,3-комн.,р-н Тракторозаводский,,,,,,,https://volgograd.cian.ru/sale/flat/222089801/
517,45,30.0,6.0,2,,Вторичка,,1 совмещенный,1 балкон,1370000,3-комн.,р-н Красноармейский,"2,55 м",,,,,,https://volgograd.cian.ru/sale/flat/235384244/
518,50,41.0,6.0,1,,Вторичка,,1 совмещенный,,1400000,3-комн.,р-н Советский,,,,,,,https://volgograd.cian.ru/sale/flat/236865602/
519,63,40.0,8.0,2,,Вторичка,,1 раздельный,,2780000,3-комн.,р-н Тракторозаводский,,,,,,,https://volgograd.cian.ru/sale/flat/226938522/
520,58,42.0,6.0,4,,Вторичка,,1 совмещенный,1 балкон,1750000,3-комн.,р-н Красноармейский,"2,55 м",,,,,,https://volgograd.cian.ru/sale/flat/222091871/
521,56,34.0,8.0,2,,Вторичка,,1 совмещенный,,1900000,3-комн.,р-н Ворошиловский,3 м,,,,,,https://volgograd.cian.ru/sale/flat/222091633/
522,62,45.0,5.0,5,,Вторичка,,1 раздельный,2 балкона,2500000,3-комн.,р-н Кировский,"2,6 м",,,,,,https://volgograd.cian.ru/sale/flat/222085790/
523,62,39.0,8.0,2,,Вторичка,,1 совмещенный,1 балкон,1220000,3-комн.,р-н Красноармейский,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/223224959/
524,41,23.0,5.0,3,,Вторичка,,1 совмещенный,,1420000,3-комн.,р-н Советский,,,,,,,https://volgograd.cian.ru/sale/flat/224918564/
525,83,56.0,11.0,2,,Вторичка,,1 раздельный,1 балкон,1510000,3-комн.,р-н Кировский,3 м,,,,,,https://volgograd.cian.ru/sale/flat/222090597/
526,56,43.0,5.0,1,,Вторичка,,1 совмещенный,,1560000,3-комн.,р-н Советский,,,,,,,https://volgograd.cian.ru/sale/flat/222847568/
527,56,43.0,6.0,5,,Вторичка,,1 совмещенный,,1620000,3-комн.,р-н Кировский,"2,55 м",,,,,,https://volgograd.cian.ru/sale/flat/228743933/
528,58,42.0,6.0,1,,Вторичка,,1 совмещенный,,1750000,3-комн.,р-н Кировский,"2,55 м",,,,,,https://volgograd.cian.ru/sale/flat/235207029/
529,62,40.0,8.0,4,,Вторичка,,1 раздельный,1 лоджия,1870000,3-комн.,р-н Красноармейский,"2,8 м",,,,,,https://volgograd.cian.ru/sale/flat/227905277/
530,58,48.0,6.0,2,,Вторичка,,1 раздельный,1 балкон,1860000,3-комн.,р-н Тракторозаводский,"2,6 м",,,,,,https://volgograd.cian.ru/sale/flat/237387225/
531,72,50.0,7.0,4,,Вторичка,,1 раздельный,1 балкон,2100000,3-комн.,р-н Кировский,,,,,,,https://volgograd.cian.ru/sale/flat/233186522/
532,63,41.0,7.0,5,,Вторичка,,1 раздельный,2 балкона,2350000,3-комн.,р-н Тракторозаводский,3 м,,,,,,https://volgograd.cian.ru/sale/flat/236244674/
533,60,45.0,6.0,2,,Вторичка,,1 раздельный,,2550000,3-комн.,р-н Кировский,"2,5 м",,,,,,https://volgograd.cian.ru/sale/flat/235153115/
534,68,45.0,7.0,2,,Вторичка,,1 раздельный,1 балкон,2699999,3-комн.,р-н Тракторозаводский,3 м,,,,,,https://volgograd.cian.ru/sale/flat/225001880/
535,58,42.0,9.0,2,,Вторичка,,1 раздельный,,2990000,3-комн.,р-н Тракторозаводский,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/222085648/
536,64,39.0,8.0,5,,Вторичка,,1 раздельный,1 лоджия,3800000,3-комн.,р-н Тракторозаводский,,,,,,,https://volgograd.cian.ru/sale/flat/240423020/
537,157,67.0,8.0,3,,Вторичка,,1 раздельный,1 лоджия,8700000,3-комн.,р-н Центральный,,,,,,,https://volgograd.cian.ru/sale/flat/227846718/
538,58,41.0,6.0,1,,Вторичка,,1 раздельный,,1610000,3-комн.,р-н Красноармейский,"2,5 м",,,,,,https://volgograd.cian.ru/sale/flat/222091141/
539,41,28.0,6.0,3,,Вторичка,,1 совмещенный,1 балкон,1760000,3-комн.,р-н Кировский,"2,55 м",,,,,,https://volgograd.cian.ru/sale/flat/222089159/
540,62,37.0,7.0,4,,Вторичка,,1 раздельный,1 лоджия,1820000,3-комн.,р-н Красноармейский,,,,,,,https://volgograd.cian.ru/sale/flat/230707516/
541,61,45.0,6.0,3,,Вторичка,,1 совмещенный,"1 балкон, 1 лоджия",1810000,3-комн.,р-н Красноармейский,"2,6 м",,,,,,https://volgograd.cian.ru/sale/flat/233384864/
542,59,40.0,8.0,4,,Вторичка,,1 совмещенный,1 балкон,1900000,3-комн.,р-н Тракторозаводский,"2,55 м",,,,,,https://volgograd.cian.ru/sale/flat/222091511/
543,56,35.0,6.0,5,,Вторичка,,1 совмещенный,,2100000,3-комн.,р-н Тракторозаводский,"2,55 м",,,,,,https://volgograd.cian.ru/sale/flat/222092210/
544,62,45.0,6.0,5,,Вторичка,,1 раздельный,1 балкон,2500000,3-комн.,р-н Тракторозаводский,"2,55 м",,,,,,https://volgograd.cian.ru/sale/flat/222778729/
545,67,38.0,10.0,2,,Вторичка,,1 раздельный,1 лоджия,2570000,3-комн.,р-н Кировский,"2,8 м",,,,,,https://volgograd.cian.ru/sale/flat/237635379/
546,59,40.0,6.0,1,,Вторичка,,1 совмещенный,,1300000,3-комн.,р-н Кировский,3 м,,,,,,https://volgograd.cian.ru/sale/flat/235576144/
547,61,45.0,9.0,1,,Вторичка,,1 совмещенный,,1350000,3-комн.,р-н Кировский,3 м,,,,,,https://volgograd.cian.ru/sale/flat/223152986/
548,43,32.0,5.0,4,,Вторичка,,1 совмещенный,,1800000,3-комн.,р-н Советский,"2,5 м",1969.0,Смежная,Косметический,,,https://volgograd.cian.ru/sale/flat/243355592/
549,103,57.0,13.0,6,,Вторичка,,"1 совмещенный, 1 раздельный",1 лоджия,6495000,3-комн.,р-н Советский,,2009.0,Изолированная,Дизайнерский,На улицу и двор,,https://volgograd.cian.ru/sale/flat/236486257/
550,47,34.0,7.0,1,,Вторичка,,1 раздельный,,1750000,3-комн.,р-н Ворошиловский,"2,5 м",1971.0,Смежная,Без ремонта,Во двор,,https://volgograd.cian.ru/sale/flat/239097713/
551,190,119.0,33.0,15,,Вторичка,,,1 лоджия,20500000,3-комн.,р-н Центральный,,,,,,,https://volgograd.cian.ru/sale/flat/237139012/
552,61,40.0,9.0,8,,Вторичка,,1 раздельный,1 лоджия,3200000,3-комн.,р-н Кировский,,1986.0,Изолированная,Евроремонт,,,https://volgograd.cian.ru/sale/flat/245411688/
553,134,80.0,16.0,2,,Вторичка,,1 раздельный,1 лоджия,8100000,3-комн.,р-н Ворошиловский,,,,,,,https://volgograd.cian.ru/sale/flat/224846796/
554,136,78.0,18.0,9,,Вторичка,,1 раздельный,"1 балкон, 1 лоджия",8170000,3-комн.,р-н Красноармейский,,,,,,,https://volgograd.cian.ru/sale/flat/224847087/
555,123,76.0,14.0,4,,Вторичка,,1 раздельный,1 лоджия,9500000,3-комн.,р-н Ворошиловский,,,,,,,https://volgograd.cian.ru/sale/flat/222095916/
556,78,50.0,8.0,5,,Вторичка,,1 раздельный,1 балкон,2050000,3-комн.,р-н Красноармейский,,1958.0,Изолированная,Косметический,,,https://volgograd.cian.ru/sale/flat/224345305/
557,110,64.0,13.0,9,,Вторичка,,1 раздельный,"1 балкон, 1 лоджия",6700000,3-комн.,р-н Советский,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/222089567/
558,134,61.0,7.0,8,,Вторичка,,,1 лоджия,13400000,3-комн.,р-н Советский,,,,,,,https://volgograd.cian.ru/sale/flat/225693298/
559,119,65.0,14.0,15,,Вторичка,,1 раздельный,1 лоджия,6950000,3-комн.,р-н Советский,,,,,,,https://volgograd.cian.ru/sale/flat/228286023/
560,61,45.0,6.0,3,,Вторичка,,1 раздельный,1 балкон,1750000,3-комн.,р-н Красноармейский,"2,6 м",,,,,,https://volgograd.cian.ru/sale/flat/246815658/
561,55,38.0,7.0,2,,Вторичка,,1 раздельный,,1820000,3-комн.,р-н Ворошиловский,,,,,,,https://volgograd.cian.ru/sale/flat/222096524/
562,72,47.0,7.0,3,,Вторичка,,1 раздельный,1 лоджия,2300000,3-комн.,р-н Краснооктябрьский,,,,,,,https://volgograd.cian.ru/sale/flat/244150732/
563,56,40.0,6.0,1,,Вторичка,,1 совмещенный,,2140000,3-комн.,р-н Краснооктябрьский,"2,55 м",,,,,,https://volgograd.cian.ru/sale/flat/222096321/
564,63,40.0,8.0,1,,Вторичка,,1 раздельный,,2220000,3-комн.,р-н Краснооктябрьский,3 м,,,,,,https://volgograd.cian.ru/sale/flat/245926362/
565,43,28.0,6.0,3,,Вторичка,16.5-6.9-5.5 м²,1 совмещенный,1 балкон,1400000,3-комн.,р-н Дзержинский,"2,55 м",,,Без ремонта,Во двор,,https://volgograd.cian.ru/sale/flat/245328738/
566,47,33.0,6.0,4,,Вторичка,,1 раздельный,1 балкон,2150000,3-комн.,р-н Краснооктябрьский,,,,,,,https://volgograd.cian.ru/sale/flat/223740287/
567,40,26.0,6.0,4,,Вторичка,4.6-5.3-18.5 м²,1 совмещенный,1 балкон,1950000,3-комн.,р-н Краснооктябрьский,"2,5 м",1961.0,,,На улицу,,https://volgograd.cian.ru/sale/flat/227407854/
568,69,46.0,8.0,1,,Вторичка,,1 раздельный,,2100000,3-комн.,р-н Тракторозаводский,3 м,,,,,,https://volgograd.cian.ru/sale/flat/244008089/
569,55,36.0,6.0,4,,Вторичка,17.3-11.2-8.3 м²,1 совмещенный,1 балкон,2200000,3-комн.,р-н Дзержинский,"2,6 м",,,,,,https://volgograd.cian.ru/sale/flat/246138981/
570,51,28.0,6.0,4,,Вторичка,,1 совмещенный,1 балкон,2200000,3-комн.,р-н Дзержинский,,,,,,,https://volgograd.cian.ru/sale/flat/243748463/
571,73,50.0,8.0,2,,Вторичка,18.4-18.3-13.6 м²,1 раздельный,1 балкон,1160000,3-комн.,р-н Красноармейский,3 м,1958.0,Изолированная,,,,https://volgograd.cian.ru/sale/flat/239584513/
572,57,40.0,8.0,1,,Вторичка,,1 совмещенный,,1700000,3-комн.,р-н Советский,3 м,,,,,,https://volgograd.cian.ru/sale/flat/222089305/
573,48,34.0,6.0,2,,Вторичка,17.7-9.3-7.4 м²,1 раздельный,1 балкон,1870000,3-комн.,р-н Советский,"2,5 м",,,Без ремонта,,,https://volgograd.cian.ru/sale/flat/214092466/
574,61,44.0,5.0,1,,Вторичка,,1 раздельный,,2300000,3-комн.,р-н Кировский,"2,6 м",,,,,,https://volgograd.cian.ru/sale/flat/222095835/
575,42,31.0,5.0,5,,Вторичка,,1 совмещенный,,1350000,3-комн.,р-н Красноармейский,"2,55 м",,,,,,https://volgograd.cian.ru/sale/flat/243164617/
